"Username","GivenName","Surname","DisplayName","Lifecycle","Class","Title","OrgUnit","Manager","Groups","EmployeeNumber","EmployeeType","LoginShell","HomeDirectory","Phone","Mobile","Street","City","State","PostalCode","PreferredLanguage","UserAuthType","PasswordState","PrincipalExpiresInDays","SshPublicKeys","CertMapData","RadiusProxy","RadiusUsername","IdentityProvider","IdpUserId","NoPrivateGroup","PrimaryGroup","Tier","Purpose"
"kene","Ken","Ewert","Ken Ewert","Active","employee","Manager","Operations","erikac","all-staff;allemployees;fulltimeemployees;operations;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;monitoringsystemaccess","EMP242","Full-time","/bin/bash","","(206) 555-7698","(206) 555-7699","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Operations)"
"kenm","Ken","Malcolmson","Ken Malcolmson","Active","employee","Strategy Consultant","Strategy Consulting","ellena","all-staff;allemployees;fulltimeemployees;strategyconsulting;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testprintoperators","EMP153","Full-time","/bin/bash","","(206) 555-8879","(206) 555-8880","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"kennetc","Kenneth","Cools","Kenneth Cools","Active","employee","Strategy Consultant","Strategy Consulting","brads","all-staff;allemployees;fulltimeemployees;strategyconsulting;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP145","Full-time","/bin/bash","","(206) 555-4886","(206) 555-4887","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"kerimh","Kerim","Hanif","Kerim Hanif","Active","employee","Salesperson","Sales Engagement Management","davids","all-staff;allemployees;fulltimeemployees;sales;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP192","Full-time","/bin/bash","","(206) 555-5661","(206) 555-5662","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales Engagement Management)"
"kevina","Kevin","Anderson","Kevin Anderson","Active","employee","Sales Representative","Sales","danp","all-staff;allemployees;fulltimeemployees;sales;houstonoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testbackupoperators;laptopusers;executivecomputing;ingnierierseau","EMP278","Full-time","/bin/bash","","(713) 555-7011","(713) 555-7012","321 Sales Tower","Houston","TX","77001","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"kevink","Kevin","Kennedy","Kevin Kennedy","Active","employee","IT Manager","Operations","arturol","all-staff;allemployees;fulltimeemployees;operations;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;hrapplications","EMP249","Full-time","/bin/bash","","(206) 555-7455","(206) 555-7456","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Operations)"
"kevinv","Kevin","Verboort","Kevin Verboort","Active","employee","Salesperson","Sales","arthury","all-staff;allemployees;fulltimeemployees;sales;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;financefileaccess","EMP254","Full-time","/bin/bash","","(206) 555-3654","(206) 555-3655","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"kima","Kim","Abercrombie","Kim Abercrombie","Active","employee","Salesperson","Sales","joses","all-staff;allemployees;fulltimeemployees;sales;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;monitoringsystemaccess","EMP206","Full-time","/bin/bash","","(410) 555-3839","(410) 555-3840","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"kimr","Kim","Ralls","Kim Ralls","Active","employee","Strategy Consultant","Strategy Consulting","davidm","all-staff;allemployees;fulltimeemployees;strategyconsulting;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testprintoperators","EMP135","Full-time","/bin/bash","","(206) 555-1443","(206) 555-1444","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"kirkj","Kirk","Nason","Kirk Nason","Active","employee","Salesperson","Sales","joses","all-staff;allemployees;fulltimeemployees;sales;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP259","Full-time","/bin/bash","","(91) 555-8595","(91) 555-8596","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"krisj","Kris","Johnsen","Kris Johnsen","Active","employee","IT Manager","Operations","arturol","all-staff;allemployees;fulltimeemployees;operations;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP269","Full-time","/bin/bash","","(206) 555-9001","(206) 555-9002","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Operations)"
"larryz","Larry","Zhang","Larry Zhang","Active","employee","Regional Sales Manager","Sales","jackc","all-staff;allemployees;fulltimeemployees;sales;newyorkoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testbackupoperators;laptopusers;ingnierierseau","EMP023","Full-time","/bin/bash","","(914) 555-7414","(914) 555-7415","123 Wall Street","New York","NY","10005","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"larsh","Lars","Hansson","Lars Hansson","Active","employee","Accounting Manager","Accounting","karimm","all-staff;allemployees;fulltimeemployees;accounting;seattlefinanceoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;hrapplications","EMP139","Full-time","/bin/bash","","(415) 555-7777","(415) 555-7778","789 Financial Center","Seattle","WA","98103","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Accounting)"
"larss","Lars","Sørensen","Lars Sørensen","Active","employee","Account Executive","Sales","mollyc","all-staff;allemployees;fulltimeemployees;sales;houstonoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;financefileaccess;backupsystemaccess","EMP293","Full-time","/bin/bash","","(713) 555-0321","(713) 555-0322","321 Sales Tower","Houston","TX","77001","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"lenea","Lene","Aalling","Lene Aalling","Active","employee","Sales Manager","Sales Engagement Management","stevel","all-staff;allemployees;fulltimeemployees;sales;remoteworkers;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;monitoringsystemaccess","EMP041","Full-time","/bin/bash","","(701) 555-3621","(701) 555-3622","Remote Location","","","","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales Engagement Management)"
"linaa","Lina","Abola","Lina Abola","Active","contractor","Strategy Consultant","1099 Contractor","jennim","contractors;allcontractors;contractworkers;seattlemainoffice","EMP111","Contractor","/bin/bash","","(206) 555-4666","(206) 555-4667","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (1099 Contractor)"
"lisaa","Lisa","Andrews","Lisa Andrews","Active","employee","Content Management Consultant","Content Management Consulting","stano","all-staff;allemployees;fulltimeemployees;contentmanagement;londonoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testprintoperators","EMP052","Full-time","/bin/bash","","(20) 5555-7545","","100 London Bridge St","London","UK","SE1 9SG","en-GB","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Content Management Consulting)"
"lisam","Lisa","Miller","Lisa Miller","Active","employee","Strategy Consultant","Strategy Consulting","cesarg","all-staff;allemployees;fulltimeemployees;strategyconsulting;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP079","Full-time","/bin/bash","","(206) 555-7947","(206) 555-7948","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"lisamart","Lisa","Martinez","Lisa Martinez","Disabled","employee","Former Help Desk Technician","IT Support","arturol","all-staff;allemployees;fulltimeemployees;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP277","Full-time","/bin/bash","","(206) 555-7009","(206) 555-7010","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (IT Support)"
"lolans","Lolan","Song","Lolan Song","Active","employee","Strategy Consultant","Strategy Consulting","davidm","all-staff;allemployees;fulltimeemployees;strategyconsulting;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testbackupoperators;ingnierierseau","EMP138","Full-time","/bin/bash","","(206) 555-1913","(206) 555-1914","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"lorik","Lori","Kane","Lori Kane","Active","employee","Strategy Consultant","Strategy Consulting","brads","all-staff;allemployees;fulltimeemployees;strategyconsulting;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;hrapplications","EMP063","Full-time","/bin/bash","","(206) 555-5292","(206) 555-5293","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"lorrain","Lorraine","Nay","Lorraine Nay","Active","employee","CRM Consultant","CRM Strategy","syeda","all-staff;allemployees;fulltimeemployees;crmstrategy;londonoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;vpnusers;payrollsystemaccess;backupsystemaccess","EMP127","Full-time","/bin/bash","","(20) 5555-8569","","100 London Bridge St","London","UK","SE1 9SG","en-GB","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (CRM Strategy)"
"lubork","Lubor","Kollar","Lubor Kollar","Active","employee","Strategy Consultant","Strategy Consulting","aaronp","all-staff;allemployees;fulltimeemployees;strategyconsulting;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;databaseaccesswrite;monitoringsystemaccess","EMP147","Full-time","/bin/bash","","(206) 555-8223","(206) 555-8224","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"lucad","Luca","Dellamore","Luca Dellamore","Active","employee","Salesperson","Sales","aprils","all-staff;allemployees;fulltimeemployees;sales;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testdomainadmins;testprintoperators;financialapplications","EMP155","Full-time","/bin/bash","","(06) 5555-8461","","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"luisb","Luis","Bonifaz","Luis Bonifaz","Active","employee","Salesperson","Sales","arthury","all-staff;allemployees;fulltimeemployees;sales;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP253","Full-time","/bin/bash","","(108) 5-7862","","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"lukaa","Luka","Abrus","Luka Abrus","Active","employee","Salesperson","Sales Engagement Management","aprils","all-staff;allemployees;fulltimeemployees;sales;richmondoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP202","Full-time","/bin/bash","","(804) 555-3648","(804) 555-3649","456 Capitol St","Richmond","VA","23219","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales Engagement Management)"
"lukask","Lukas","Keller","Lukas Keller","Active","employee","Manager","Operations","erikac","all-staff;allemployees;fulltimeemployees;operations;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testbackupoperators","EMP241","Full-time","/bin/bash","","(206) 555-3556","(206) 555-3557","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Operations)"
"magnush","Magnus","Hedlund","Magnus Hedlund","Active","employee","Business Process Manager","Content Management Consulting","stano","all-staff;allemployees;fulltimeemployees;contentmanagement;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;hrapplications","EMP129","Full-time","/bin/bash","","(206) 555-7213","(206) 555-7214","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Content Management Consulting)"
"manishc","Manish","Chopra","Manish Chopra","Active","employee","Salesperson","Sales","lenea","all-staff;allemployees;fulltimeemployees;sales;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;vpnusers;payrollsystemaccess;backupsystemaccess","EMP251","Full-time","/bin/bash","","(413) 555-3855","(413) 555-3856","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"manueam","Manueal","Machado","Manueal Machado","Active","employee","Senior Project Manager","Project Management","barryj","all-staff;allemployees;fulltimeemployees;projectmanagement;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;databaseaccesswrite;monitoringsystemaccess","EMP154","Full-time","/bin/bash","","(206) 555-2246","(206) 555-2247","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Project Management)"
"marcelt","Marcelo","Truffat","Marcelo Truffat","Active","employee","Salesperson","Sales","joses","all-staff;allemployees;fulltimeemployees;sales;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testdomainadmins;testprintoperators;financialapplications","EMP228","Full-time","/bin/bash","","(206) 555-1785","(206) 555-1786","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"marcf","Marc","Faerber","Marc Faerber","Active","employee","Salesperson","Sales","davids","all-staff;allemployees;fulltimeemployees;sales;losangelesoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;executivefileaccess","EMP219","Full-time","/bin/bash","","(213) 555-3269","(213) 555-3270","567 Sunset Blvd","Los Angeles","CA","90028","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"margara","Margaret","Au","Margaret Au","Active","employee","Business Process Manager","Project Management","chrisn","all-staff;allemployees;fulltimeemployees;projectmanagement;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP176","Full-time","/bin/bash","","(206) 555-2918","(206) 555-2919","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Project Management)"
"mariar","Maria","Rodriguez","Maria Rodriguez","Active","contractor","Marketing Analyst","Marketing","kellyk","contractors;allcontractors;contractworkers;marketing;seattlemainoffice","EMP285","Contractor","/bin/bash","","(206) 555-7025","(206) 555-7026","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Marketing)"
"maried","Marie","Dubois","Marie Dubois","Active","employee","IT Manager","Operations","arturol","all-staff;allemployees;fulltimeemployees;operations;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP248","Full-time","/bin/bash","","(206) 555-5567","(206) 555-5568","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Operations)"
"markh","Mark","Hanson","Mark Hanson","Active","contractor","Strategy Consultant","1099 Contractor","jennim","contractors;allcontractors;contractworkers;seattlemainoffice","EMP112","Contractor","/bin/bash","","(206) 555-7794","(206) 555-7795","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (1099 Contractor)"
"markj","Mark","Johnson","Mark Johnson","Active","employee","Project Coordinator","Project Management","alans","all-staff;allemployees;fulltimeemployees;projectmanagement;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP280","Full-time","/bin/bash","","(206) 555-7015","(206) 555-7016","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Project Management)"
"markoz","Marko","Zajc","Marko Zajc","Active","employee","Salesperson","Sales","aprils","all-staff;allemployees;fulltimeemployees;sales;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;vpnusers;payrollsystemaccess","EMP195","Full-time","/bin/bash","","(09) 5555-3784","","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"marus","Maru","Subrmani","Maru Subrmani","Active","employee","Salesperson","Sales","aprils","all-staff;allemployees;fulltimeemployees;sales;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;databaseaccesswrite","EMP218","Full-time","/bin/bash","","(850) 555-5277","(850) 555-5278","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"maryc","Mary","Cha","Mary Cha","Active","employee","Content Management Consultant","Content Management Consulting","stano","all-staff;allemployees;fulltimeemployees;contentmanagement;londonoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testdomainadmins;testprintoperators;mobiledeviceusers;financialapplications","EMP051","Full-time","/bin/bash","","(20) 5555-4594","","100 London Bridge St","London","UK","SE1 9SG","en-GB","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Content Management Consulting)"
"matth","Matt","Hink","Matt Hink","Active","employee","Content Management Consultant","Content Management Consulting","stano","all-staff;allemployees;fulltimeemployees;contentmanagement;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;executivefileaccess","EMP126","Full-time","/bin/bash","","(206) 555-4157","(206) 555-4158","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Content Management Consulting)"
"maurict","Maurice","Taylor","Maurice Taylor","Active","contractor","Project Manager","1099 Contractor","briang","contractors;allcontractors;contractworkers;seattlemainoffice;managers","EMP103","Contractor","/bin/bash","","(206) 555-3382","(206) 555-3383","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (1099 Contractor)"
"mchielw","Mchiel","Wories","Mchiel Wories","Active","employee","Procurement Manager","Operations","keithd","all-staff;allemployees;fulltimeemployees;operations;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testschemaadmins","EMP180","Full-time","/bin/bash","","(206) 555-4539","(206) 555-4540","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Operations)"
"meravs","Merav","Sror","Merav Sror","Active","employee","CRM Consultant","CRM Strategy","syeda","all-staff;allemployees;fulltimeemployees;crmstrategy;londonoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP057","Full-time","/bin/bash","","(20) 5555-2697","","100 London Bridge St","London","UK","SE1 9SG","en-GB","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (CRM Strategy)"
"michael","Michael","Ludwig","Michael Ludwig","Active","employee","Strategy Consultant","Strategy Consulting","cesarg","all-staff;allemployees;fulltimeemployees;strategyconsulting;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP148","Full-time","/bin/bash","","(206) 555-6621","(206) 555-6622","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"michaeld","Michael","Davis","Michael Davis","Disabled","employee","Former Software Engineer","Engineering","christk","all-staff;allemployees;fulltimeemployees;engineering;seattleengineeringoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;vpnusers;payrollsystemaccess","EMP274","Full-time","/bin/bash","","(206) 555-7003","(206) 555-7004","456 Innovation Drive","Seattle","WA","98102","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Engineering)"
"michaem","Michael","Mainer","Michael Mainer","Active","employee","Manager","Operations","erikac","all-staff;allemployees;fulltimeemployees;operations;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP209","Full-time","/bin/bash","","(206) 555-4542","(206) 555-4543","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Operations)"
"michaeo","Michael","Ovesen","Michael Ovesen","Active","employee","Salesperson","Sales","joses","all-staff;allemployees;fulltimeemployees;sales;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testprintoperators;mobiledeviceusers;financialapplications","EMP205","Full-time","/bin/bash","","(201) 555-5625","(201) 555-5626","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"michaes","Michael","Sullivan","Michael Sullivan","Active","employee","Strategy Consultant","Strategy Consulting","brads","all-staff;allemployees;fulltimeemployees;strategyconsulting;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;executivefileaccess;hrfileaccess;businessintelligence","EMP150","Full-time","/bin/bash","","(206) 555-8398","(206) 555-8399","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"michaez","Michael","Zeman","Michael Zeman","Active","contractor","Project Manager","1099 Contractor","briang","contractors;allcontractors;contractworkers;seattlemainoffice;managers","EMP102","Contractor","/bin/bash","","(206) 555-7177","(206) 555-7178","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (1099 Contractor)"
"michal1","Michael","Lund","Michael Lund","Active","employee","Strategy Consultant","Strategy Consulting","ellena","all-staff;allemployees;fulltimeemployees;strategyconsulting;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testschemaadmins;crmsystemaccess","EMP149","Full-time","/bin/bash","","(206) 555-4295","(206) 555-4296","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"michelf","Michelle","Fredette","Michelle Fredette","Active","employee","Engineer","Engineering Operations","carolt","all-staff;allemployees;fulltimeemployees;engineeringoperations;seattleengineeringoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP237","Full-time","/bin/bash","","(206) 555-6132","(206) 555-6133","456 Innovation Drive","Seattle","WA","98102","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Engineering Operations)"
"michellt","Michelle","Thompson","Michelle Thompson","Active","employee","Account Executive","Sales","danp","all-staff;allemployees;fulltimeemployees;sales;houstonoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP287","Full-time","/bin/bash","","(713) 555-7029","(713) 555-7030","321 Sales Tower","Houston","TX","77001","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"michiko","Michiko","Osada","Michiko Osada","Active","contractor","Project Manager","1099 Contractor","briang","contractors;allcontractors;contractworkers;seattlemainoffice;managers","EMP101","Contractor","/bin/bash","","(206) 555-1577","(206) 555-1578","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (1099 Contractor)"
"miken","Mike","Nash","Mike Nash","Active","employee","Senior Project Manager","Project Management","alans","all-staff;allemployees;fulltimeemployees;projectmanagement;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;vpnusers;payrollsystemaccess","EMP037","Full-time","/bin/bash","","(206) 555-8148","(206) 555-8149","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Project Management)"
"miker","Mike","Ray","Mike Ray","Active","employee","Strategy Consultant","Strategy Consulting","davidm","all-staff;allemployees;fulltimeemployees;strategyconsulting;newyorkoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP077","Full-time","/bin/bash","","(212) 555-1665","(212) 555-1666","456 Madison Ave","New York","NY","10022","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
