"Department","DistinguishedName","Enabled","GivenName","mail","Manager","Name","ObjectClass","ObjectGUID","OfficePhone","SamAccountName","SID","sn","Surname","Title","UserPrincipalName","Office","EmployeeID","Description","StreetAddress","MobilePhone","EmployeeType","City","State","PostalCode"
"Sales Engagement Management","CN=Sven Buck","True","Sven","svenb","CN=Arthur Yasinski","Sven Buck","user","a204f649-8442-4f66-b157-36a962d9ed99","(214) 555-4151","svenb","S-1-5-21-331390976-2650875657-2422772959-1914","Buck","Buck","Salesperson","","Dallas - South","EMP210","Salesperson in Sales Engagement Management department","890 Commerce St","(214) 555-4152","Full-time","Dallas","TX","75202"
"Sales","CN=Eric Gruber","True","Eric","ericg","CN=Lene Aalling","Eric Gruber","user","b9a0bf66-8825-4609-9358-a43f9ab0404d","(206) 555-4629","ericg","S-1-5-21-331390976-2650875657-2422772959-1915","Gruber","Gruber","Salesperson","","Seattle - Main","EMP211","Salesperson in Sales department","123 Corporate Plaza","(206) 555-4630","Full-time","Seattle","WA","98101"
"Operations","CN=Jelle Visser","True","Jelle","jellev","CN=Keith Dishmo","Jelle Visser","user","0b5eb69f-c854-4a3e-92d4-70a9f04bf1ca","(206) 555-4932","jellev","S-1-5-21-331390976-2650875657-2422772959-1916","Visser","Visser","Procurement Manager","","Seattle - Main","EMP212","Procurement Manager in Operations department","123 Corporate Plaza","(206) 555-4933","Full-time","Seattle","WA","98101"
"Sales","CN=Erik Gubbels","True","Erik","erikg","CN=April Stewart","Erik Gubbels","user","67299c87-9e80-4ee5-97f6-7efaafbe5bb1","(425) 555-9296","erikg","S-1-5-21-331390976-2650875657-2422772959-1917","Gubbels","Gubbels","Salesperson","","Seattle - Main","EMP213","Salesperson in Sales department","123 Corporate Plaza","(425) 555-9297","Full-time","Seattle","WA","98101"
"Sales","CN=Dominik Paiha","True","Dominik","dominip","CN=Jose Saraiva","Dominik Paiha","user","02abd93d-71f3-4ca7-bba1-929dee6bc5d9","(212) 555-2538","dominip","S-1-5-21-331390976-2650875657-2422772959-1918","Paiha","Paiha","Salesperson","","New York - Strategy","EMP214","Salesperson in Sales department","456 Madison Ave","(212) 555-2539","Full-time","New York","NY","10022"
"Sales","CN=Dan Hough","True","Dan","danh","CN=Arthur Yasinski","Dan Hough","user","9b7d63c5-c77c-415c-b37c-c27e1c22112e","(607) 555-4568","danh","S-1-5-21-331390976-2650875657-2422772959-1919","Hough","Hough","Salesperson","","Seattle - Main","EMP215","Salesperson in Sales department","123 Corporate Plaza","(607) 555-4569","Full-time","Seattle","WA","98101"
"Sales","CN=Tina Lassila","True","Tina","tinal","CN=Arthur Yasinski","Tina Lassila","user","ad8b0c28-0128-4688-a396-19723b1a77b1","(607) 555-6337","tinal","S-1-5-21-331390976-2650875657-2422772959-1920","Lassila","Lassila","Salesperson","","Seattle - Main","EMP216","Salesperson in Sales department","123 Corporate Plaza","(607) 555-6338","Full-time","Seattle","WA","98101"
"Sales","CN=Nuno Farinha","True","Nuno","nunof","CN=David Simpson","Nuno Farinha","user","01d1e01e-bf53-419a-9762-17270b1a7328","(214) 555-1812","nunof","S-1-5-21-331390976-2650875657-2422772959-1921","Farinha","Farinha","Salesperson","","Dallas - South","EMP217","Salesperson in Sales department","890 Commerce St","(214) 555-1813","Full-time","Dallas","TX","75202"
"Sales","CN=Maru Subrmani","True","Maru","marus","CN=April Stewart","Maru Subrmani","user","94275b5c-ed29-4f08-b12c-0c0e48f4103f","(850) 555-5277","marus","S-1-5-21-331390976-2650875657-2422772959-1922","Subrmani","Subrmani","Salesperson","","Seattle - Main","EMP218","Salesperson in Sales department","123 Corporate Plaza","(850) 555-5278","Full-time","Seattle","WA","98101"
"Sales","CN=Marc Faerber","True","Marc","marcf","CN=David Simpson","Marc Faerber","user","d8fd85c5-5df6-4d42-804e-14c618b3bbba","(213) 555-3269","marcf","S-1-5-21-331390976-2650875657-2422772959-1923","Faerber","Faerber","Salesperson","","Los Angeles - West","EMP219","Salesperson in Sales department","567 Sunset Blvd","(213) 555-3270","Full-time","Los Angeles","CA","90028"
"Sales","CN=Kari Furse","True","Kari","karif","CN=Jose Saraiva","Kari Furse","user","825e514b-d061-40e4-af79-1d3d432447ad","(541) 555-2668","karif","S-1-5-21-331390976-2650875657-2422772959-1924","Furse","Furse","Salesperson","","Seattle - Main","EMP220","Salesperson in Sales department","123 Corporate Plaza","(541) 555-2669","Full-time","Seattle","WA","98101"
"Senior Management","CN=Karen Berg","True","Karen","karenb","CN=Julian Isla","Karen Berg","user","026dc3e3-4406-43c7-9a3e-cba432b0447b","(425) 555-0174","karenb","S-1-5-21-331390976-2650875657-2422772959-1925","Berg","Berg","Sr. Account Manager","","Seattle - Main","EMP221","Sr. Account Manager in Senior Management department","123 Corporate Plaza","(425) 555-0175","Full-time","Seattle","WA","98101"
"Human Resources","CN=Ian Tien","True","Ian","iant","CN=Amy Alberts","Ian Tien","user","0a9a7b2d-1dd8-4282-aae1-fae964ec5f6d","(206) 555-1437","iant","S-1-5-21-331390976-2650875657-2422772959-1926","Tien","Tien","HR Specialist","","Seattle - Main","EMP222","HR Specialist in Human Resources department","123 Corporate Plaza","(206) 555-1438","Full-time","Seattle","WA","98101"
"Sales","CN=Scott Gode","True","Scott","scottg","CN=David Simpson","Scott Gode","user","732b9335-bd32-4ab2-9391-cdf3b8337250","(201) 555-8474","scottg","S-1-5-21-331390976-2650875657-2422772959-1927","Gode","Gode","Salesperson","","Seattle - Main","EMP223","Salesperson in Sales department","123 Corporate Plaza","(201) 555-8475","Full-time","Seattle","WA","98101"
"Sales","CN=Gina Boyer","True","Gina","ginab","CN=Arthur Yasinski","Gina Boyer","user","561988f3-f047-4346-b081-09051fe8e12d","(509) 555-3766","ginab","S-1-5-21-331390976-2650875657-2422772959-1928","Boyer","Boyer","Salesperson","","Seattle - Main","EMP224","Salesperson in Sales department","123 Corporate Plaza","(509) 555-3767","Full-time","Seattle","WA","98101"
"Sales","CN=Annelie Zubar","True","Annelie","anneliz","CN=Jose Saraiva","Annelie Zubar","user","043eef25-992d-4761-b948-1ea1977b4160","2555-4845","anneliz","S-1-5-21-331390976-2650875657-2422772959-1929","Zubar","Zubar","Salesperson","","Seattle - Main","EMP225","Salesperson in Sales department","123 Corporate Plaza","","Full-time","Seattle","WA","98101"
"Sales","CN=David Bossard","True","David","davidb","CN=April Stewart","David Bossard","user","a37a24a1-f54a-4e97-933f-b7aaf00d96af","(206) 555-1422","davidb","S-1-5-21-331390976-2650875657-2422772959-1930","Bossard","Bossard","Salesperson","","Seattle - Main","EMP226","Salesperson in Sales department","123 Corporate Plaza","(206) 555-1423","Full-time","Seattle","WA","98101"
"Sales","CN=Alicia Thomber","True","Alicia","aliciat","CN=David Simpson","Alicia Thomber","user","54166cfd-94e0-4fa8-8794-3ade7fb3fb95","(714) 555-4825","aliciat","S-1-5-21-331390976-2650875657-2422772959-1931","Thomber","Thomber","Salesperson","","Seattle - Main","EMP227","Salesperson in Sales department","123 Corporate Plaza","(714) 555-4826","Full-time","Seattle","WA","98101"
"Sales","CN=Marcelo Truffat","True","Marcelo","marcelt","CN=Jose Saraiva","Marcelo Truffat","user","a5a4f9bf-2e00-4739-bfaa-e115b6a7dd97","(206) 555-1785","marcelt","S-1-5-21-331390976-2650875657-2422772959-1932","Truffat","Truffat","Salesperson","","Seattle - Main","EMP228","Salesperson in Sales department","123 Corporate Plaza","(206) 555-1786","Full-time","Seattle","WA","98101"
"Engineering Operations","CN=Tony Madigan","True","Tony","tonym","CN=Carol Troup","Tony Madigan","user","6b4a2b4e-0b8d-456d-be2e-d3ddcdc51fb3","(206) 555-6941","tonym","S-1-5-21-331390976-2650875657-2422772959-1933","Madigan","Madigan","Senior Engineer","","Seattle - Engineering","EMP229","Senior Engineer in Engineering Operations department","456 Innovation Drive","(206) 555-6942","Full-time","Seattle","WA","98102"
"Engineering Operations","CN=Sunil Koduri","True","Sunil","sunilk","CN=Carol Troup","Sunil Koduri","user","5f29b1e3-d951-4f9d-923d-30bcd2395b77","(206) 555-5651","sunilk","S-1-5-21-331390976-2650875657-2422772959-1934","Koduri","Koduri","Senior Engineer","","Seattle - Engineering","EMP230","Senior Engineer in Engineering Operations department","456 Innovation Drive","(206) 555-5652","Full-time","Seattle","WA","98102"
"Engineering Operations","CN=Simon Pearson","True","Simon","simonp","CN=Carol Troup","Simon Pearson","user","ade56bf7-667e-465f-bd7a-8402ed4f949a","(206) 555-2318","simonp","S-1-5-21-331390976-2650875657-2422772959-1935","Pearson","Pearson","Senior Engineer","","Seattle - Engineering","EMP231","Senior Engineer in Engineering Operations department","456 Innovation Drive","(206) 555-2319","Full-time","Seattle","WA","98102"
"Engineering Operations","CN=Paul Duffy","True","Paul","pauld","CN=Carol Troup","Paul Duffy","user","9aca78b2-fd43-4c54-a946-68bc3cabdce6","(206) 555-9351","pauld","S-1-5-21-331390976-2650875657-2422772959-1936","Duffy","Duffy","Senior Engineer","","Seattle - Engineering","EMP232","Senior Engineer in Engineering Operations department","456 Innovation Drive","(206) 555-9352","Full-time","Seattle","WA","98102"
"Engineering Operations","CN=Kate Taneyhill","True","Kate","katet","CN=Carol Troup","Kate Taneyhill","user","081d9d81-2445-430c-b1fe-520ecd3ecf00","(206) 555-2732","katet","S-1-5-21-331390976-2650875657-2422772959-1937","Taneyhill","Taneyhill","Senior Engineer","","Seattle - Engineering","EMP233","Senior Engineer in Engineering Operations department","456 Innovation Drive","(206) 555-2733","Full-time","Seattle","WA","98102"
"Engineering Operations","CN=Chris Gray","True","Chris","chrisg","CN=Carol Troup","Chris Gray","user","a0e7e4af-217c-4c54-878e-b5236e5c96df","(206) 555-9244","chrisg","S-1-5-21-331390976-2650875657-2422772959-1938","Gray","Gray","Senior Engineer","","Seattle - Engineering","EMP234","Senior Engineer in Engineering Operations department","456 Innovation Drive","(206) 555-9245","Full-time","Seattle","WA","98102"
"Engineering Operations","CN=Stephen Deming","True","Stephen","stephed","CN=Carol Troup","Stephen Deming","user","4edd87db-2894-4448-be3a-6982b0baf17d","(206) 555-1211","stephed","S-1-5-21-331390976-2650875657-2422772959-1939","Deming","Deming","Engineer","","Seattle - Engineering","EMP235","Engineer in Engineering Operations department","456 Innovation Drive","(206) 555-1212","Full-time","Seattle","WA","98102"
"Engineering Operations","CN=Olivier Fontana","True","Olivier","olivief","CN=Carol Troup","Olivier Fontana","user","9f42a891-9741-4c8c-88e1-1939c93893dc","(206) 555-7444","olivief","S-1-5-21-331390976-2650875657-2422772959-1940","Fontana","Fontana","Engineer","","Seattle - Engineering","EMP236","Engineer in Engineering Operations department","456 Innovation Drive","(206) 555-7445","Full-time","Seattle","WA","98102"
"Engineering Operations","CN=Michelle Fredette","True","Michelle","michelf","CN=Carol Troup","Michelle Fredette","user","b6c3f269-7c18-4c71-96d9-fa6422cca9dd","(206) 555-6132","michelf","S-1-5-21-331390976-2650875657-2422772959-1941","Fredette","Fredette","Engineer","","Seattle - Engineering","EMP237","Engineer in Engineering Operations department","456 Innovation Drive","(206) 555-6133","Full-time","Seattle","WA","98102"
"Strategy Consulting","CN=Arlene Huff","True","Arlene","arleneh","CN=Jenni Merrifield","Arlene Huff","user","6f06f83c-683b-471c-8113-4b4d5119787b","(206) 555-9538","arleneh","S-1-5-21-331390976-2650875657-2422772959-1942","Huff","Huff","Strategy Consultant","","Seattle - Main","EMP238","Strategy Consultant in Strategy Consulting department","123 Corporate Plaza","(206) 555-9539","Full-time","Seattle","WA","98101"
"Marketing","CN=Pieter Wycoff","True","Pieter","pieterw","CN=Kelly Krout","Pieter Wycoff","user","f276117d-795e-464f-be3c-80385f7c1f66","(206) 555-9269","pieterw","S-1-5-21-331390976-2650875657-2422772959-1943","Wycoff","Wycoff","Marketing Specialist","","Seattle - Main","EMP239","Marketing Specialist in Marketing department","123 Corporate Plaza","(206) 555-9270","Full-time","Seattle","WA","98101"
"Engineering Operations","CN=Erwin Zischka","True","Erwin","erwinz","CN=Carol Troup","Erwin Zischka","user","2d81b25a-4841-48ec-a283-8001181e3f88","(206) 555-8835","erwinz","S-1-5-21-331390976-2650875657-2422772959-1944","Zischka","Zischka","Engineer","","Seattle - Engineering","EMP240","Engineer in Engineering Operations department","456 Innovation Drive","(206) 555-8836","Full-time","Seattle","WA","98102"
"Operations","CN=Lukas Keller","True","Lukas","lukask","CN=Erika Cheley","Lukas Keller","user","a6f257e6-b2a2-404b-8327-179f0279f3ac","(206) 555-3556","lukask","S-1-5-21-331390976-2650875657-2422772959-1945","Keller","Keller","Manager","","Seattle - Main","EMP241","Manager in Operations department","123 Corporate Plaza","(206) 555-3557","Full-time","Seattle","WA","98101"
"Operations","CN=Ken Ewert","True","Ken","kene","CN=Erika Cheley","Ken Ewert","user","115f290d-6bdc-4de9-b0e4-790c5c440127","(206) 555-7698","kene","S-1-5-21-331390976-2650875657-2422772959-1946","Ewert","Ewert","Manager","","Seattle - Main","EMP242","Manager in Operations department","123 Corporate Plaza","(206) 555-7699","Full-time","Seattle","WA","98101"
"Operations","CN=Justin Thorp","True","Justin","justint","CN=Erika Cheley","Justin Thorp","user","dda79200-5c91-4359-a871-19943799fa5b","(206) 555-1393","justint","S-1-5-21-331390976-2650875657-2422772959-1947","Thorp","Thorp","Manager","","Seattle - Main","EMP243","Manager in Operations department","123 Corporate Plaza","(206) 555-1394","Full-time","Seattle","WA","98101"
"Operations","CN=Jon Grande","True","Jon","jong","CN=Erika Cheley","Jon Grande","user","496e3974-291c-4a49-add5-3b9a2da18ec6","(206) 555-7649","jong","S-1-5-21-331390976-2650875657-2422772959-1948","Grande","Grande","Manager","","Seattle - Main","EMP244","Manager in Operations department","123 Corporate Plaza","(206) 555-7650","Full-time","Seattle","WA","98101"
"Operations","CN=Jo Berry","True","Jo","job","CN=Ben Spain","Jo Berry","user","e2bab5fd-4aa5-4d26-8f8f-17ba4b163dd7","(206) 555-9867","job","S-1-5-21-331390976-2650875657-2422772959-1949","Berry","Berry","Manager","","Seattle - Main","EMP245","Manager in Operations department","123 Corporate Plaza","(206) 555-9868","Full-time","Seattle","WA","98101"
"Operations","CN=Hans Gufler","True","Hans","hansg","CN=Ben Spain","Hans Gufler","user","24f7f219-4e58-4478-ab5b-0c6f3e901831","(206) 555-1298","hansg","S-1-5-21-331390976-2650875657-2422772959-1950","Gufler","Gufler","Manager","","Seattle - Main","EMP246","Manager in Operations department","123 Corporate Plaza","(206) 555-1299","Full-time","Seattle","WA","98101"
"Operations","CN=David Bradley","True","David","davidb1","CN=Ben Spain","David Bradley","user","94b0053a-e3d2-4bcd-974d-bf16903480b5","(206) 555-5934","davidb1","S-1-5-21-331390976-2650875657-2422772959-1951","Bradley","Bradley","Manager","","Seattle - Main","EMP247","Manager in Operations department","123 Corporate Plaza","(206) 555-5935","Full-time","Seattle","WA","98101"
"Operations","CN=Marie Dubois","True","Marie","maried","CN=Arturo Lopez","Marie Dubois","user","7cee8e85-e3cf-4b6f-84ec-fac89107e957","(206) 555-5567","maried","S-1-5-21-331390976-2650875657-2422772959-1952","Dubois","Dubois","IT Manager","","Seattle - Main","EMP248","IT Manager in Operations department","123 Corporate Plaza","(206) 555-5568","Full-time","Seattle","WA","98101"
"Operations","CN=Kevin Kennedy","True","Kevin","kevink","CN=Arturo Lopez","Kevin Kennedy","user","abe8e04a-d2cf-4513-b6f3-bd4b3f83d0ae","(206) 555-7455","kevink","S-1-5-21-331390976-2650875657-2422772959-1953","Kennedy","Kennedy","IT Manager","","Seattle - Main","EMP249","IT Manager in Operations department","123 Corporate Plaza","(206) 555-7456","Full-time","Seattle","WA","98101"
"Operations","CN=Kai Axford","True","Kai","kaia","CN=Arturo Lopez","Kai Axford","user","db494dc0-7737-43e8-8c15-5d004cad6e15","(206) 555-9541","kaia","S-1-5-21-331390976-2650875657-2422772959-1954","Axford","Axford","IT Manager","","Seattle - Main","EMP250","IT Manager in Operations department","123 Corporate Plaza","(206) 555-9542","Full-time","Seattle","WA","98101"
"Sales","CN=Manish Chopra","True","Manish","manishc","CN=Lene Aalling","Manish Chopra","user","805a6755-468a-4064-a72a-2e7b50611f8e","(413) 555-3855","manishc","S-1-5-21-331390976-2650875657-2422772959-1955","Chopra","Chopra","Salesperson","","Seattle - Main","EMP251","Salesperson in Sales department","123 Corporate Plaza","(413) 555-3856","Full-time","Seattle","WA","98101"
"Marketing","CN=Sunil Uppal","True","Sunil","sunilu","CN=Kelly Krout","Sunil Uppal","user","06ae3442-d45c-4434-bcbc-8fffc563159c","(206) 555-2416","sunilu","S-1-5-21-331390976-2650875657-2422772959-1956","Uppal","Uppal","Public Relations Specialist","","Seattle - Main","EMP252","Public Relations Specialist in Marketing department","123 Corporate Plaza","(206) 555-2417","Full-time","Seattle","WA","98101"
"Sales","CN=Luis Bonifaz","True","Luis","luisb","CN=Arthur Yasinski","Luis Bonifaz","user","6938e863-6bcd-4c01-a4c9-9731a62ea24e","(108) 5-7862","luisb","S-1-5-21-331390976-2650875657-2422772959-1957","Bonifaz","Bonifaz","Salesperson","","Seattle - Main","EMP253","Salesperson in Sales department","123 Corporate Plaza","","Full-time","Seattle","WA","98101"
"Sales","CN=Kevin Verboort","True","Kevin","kevinv","CN=Arthur Yasinski","Kevin Verboort","user","e19dc78a-e677-4d14-b73d-16ea5ad2c3f0","(206) 555-3654","kevinv","S-1-5-21-331390976-2650875657-2422772959-1958","Verboort","Verboort","Salesperson","","Seattle - Main","EMP254","Salesperson in Sales department","123 Corporate Plaza","(206) 555-3655","Full-time","Seattle","WA","98101"
"Marketing","CN=Christian Jene","True","Christian","christj","CN=Kelly Krout","Christian Jene","user","cf154fe7-9cdf-41f6-b875-437e5017faac","(206) 555-8834","christj","S-1-5-21-331390976-2650875657-2422772959-1959","Jene","Jene","Marketing Specialist","","Seattle - Main","EMP255","Marketing Specialist in Marketing department","123 Corporate Plaza","(206) 555-8835","Full-time","Seattle","WA","98101"
"Marketing","CN=Felipe Martins","True","Felipe","felipem","CN=Kelly Krout","Felipe Martins","user","6b3088e0-bb66-4e34-b1a1-26ccf714a0a2","(206) 555-2312","felipem","S-1-5-21-331390976-2650875657-2422772959-1960","Martins","Martins","Marketing Specialist","","Seattle - Main","EMP256","Marketing Specialist in Marketing department","123 Corporate Plaza","(206) 555-2313","Full-time","Seattle","WA","98101"
"Marketing","CN=John Evans","True","John","johnev","CN=Kelly Krout","John Evans","user","061929ec-ccb5-407a-ad08-95d26d8cef92","(206) 555-8951","johnev","S-1-5-21-331390976-2650875657-2422772959-1961","Evans","Evans","Marketing Specialist","","Seattle - Main","EMP257","Marketing Specialist in Marketing department","123 Corporate Plaza","(206) 555-8952","Full-time","Seattle","WA","98101"
"Operations","CN=Heinrich Fischer","True","Heinrich","heinrif","CN=Arturo Lopez","Heinrich Fischer","user","5e9619e6-7db9-49b1-b02d-74e7f13e9804","(206) 555-3325","heinrif","S-1-5-21-331390976-2650875657-2422772959-1962","Fischer","Fischer","IT Manager","","Seattle - Main","EMP258","IT Manager in Operations department","123 Corporate Plaza","(206) 555-3326","Full-time","Seattle","WA","98101"
"Sales","CN=Kirk Nason","True","Kirk","kirkj","CN=Jose Saraiva","Kirk Nason","user","330d3d4c-179a-4c71-9b45-7a94d702b535","(91) 555-8595","kirkj","S-1-5-21-331390976-2650875657-2422772959-1963","Nason","Nason","Salesperson","","Seattle - Main","EMP259","Salesperson in Sales department","123 Corporate Plaza","(91) 555-8596","Full-time","Seattle","WA","98101"
"Operations","CN=Brian Cox","True","Brian","brianc","CN=Keith Dishmo","Brian Cox","user","8857777c-5356-480d-bde8-7c23032db281","(206) 555-4515","brianc","S-1-5-21-331390976-2650875657-2422772959-1964","Cox","Cox","Procurement Manager","","Seattle - Main","EMP260","Procurement Manager in Operations department","123 Corporate Plaza","(206) 555-4516","Full-time","Seattle","WA","98101"
"Sales","CN=Patricia Doyle","True","Patricia","patricd","CN=Lene Aalling","Patricia Doyle","user","c021f93c-6083-4fe8-8354-01406e5dc9a2","(312) 555-9181","patricd","S-1-5-21-331390976-2650875657-2422772959-1965","Doyle","Doyle","Salesperson","","Chicago - Central","EMP261","Salesperson in Sales department","234 Michigan Ave","(312) 555-9182","Full-time","Chicago","IL","60601"
"Sales","CN=Ron Gabel","True","Ron","rong","CN=April Stewart","Ron Gabel","user","5b97edec-c8a4-44cb-93a9-2994c538296f","(617) 555-2429","rong","S-1-5-21-331390976-2650875657-2422772959-1966","Gabel","Gabel","Salesperson","","Boston - Northeast","EMP262","Salesperson in Sales department","345 Beacon St","(617) 555-2430","Full-time","Boston","MA","02116"
"Sales","CN=Shmuel Yair","True","Shmuel","shmuely","CN=David Simpson","Shmuel Yair","user","87baf3ad-a775-4d5c-8a10-4c0d5fb0619c","(404) 555-2693","shmuely","S-1-5-21-331390976-2650875657-2422772959-1967","Yair","Yair","Salesperson","","Atlanta - Southeast","EMP263","Salesperson in Sales department","678 Peachtree St","(404) 555-2694","Full-time","Atlanta","GA","30309"
"Marketing","CN=Phyllis Harris","True","Phyllis","phyllih","CN=Kelly Krout","Phyllis Harris","user","40ca4888-5bf2-46d7-a822-e727c49aa184","(206) 555-1214","phyllih","S-1-5-21-331390976-2650875657-2422772959-1968","Harris","Harris","Marketing Specialist","","Seattle - Main","EMP264","Marketing Specialist in Marketing department","123 Corporate Plaza","(206) 555-1215","Full-time","Seattle","WA","98101"
"Sales","CN=Jenny Lysaker","True","Jenny","jennyl","CN=April Stewart","Jenny Lysaker","user","a28e6030-6acc-4ca3-b715-88685ff511d5","(860) 555-4516","jennyl","S-1-5-21-331390976-2650875657-2422772959-1969","Lysaker","Lysaker","Salesperson","","Seattle - Main","EMP265","Salesperson in Sales department","123 Corporate Plaza","(860) 555-4517","Full-time","Seattle","WA","98101"
"Marketing","CN=Jordao Moreno","True","Jordao","jordaom","CN=Kelly Krout","Jordao Moreno","user","5d8b4d1b-baa0-4805-9f0d-e2b68d462b4e","(206) 555-6811","jordaom","S-1-5-21-331390976-2650875657-2422772959-1970","Moreno","Moreno","Marketing Specialist","","Seattle - Main","EMP266","Marketing Specialist in Marketing department","123 Corporate Plaza","(206) 555-6812","Full-time","Seattle","WA","98101"
"Sales","CN=Josh Edwards","True","Josh","joshe","CN=Lene Aalling","Josh Edwards","user","50711537-215b-474b-aba0-1e13a1f398ea","(026) 555-8454","joshe","S-1-5-21-331390976-2650875657-2422772959-1971","Edwards","Edwards","Salesperson","","Seattle - Main","EMP267","Salesperson in Sales department","123 Corporate Plaza","(026) 555-8455","Full-time","Seattle","WA","98101"
"Marketing","CN=Chris Johnson","True","Chris","chrisj","CN=Kelly Krout","Chris Johnson","user","f92c1baa-0038-4247-be68-12043fcc34e3","(206) 555-9000","chrisj","S-1-5-21-331390976-2650875657-2422772959-1999","Johnson","Johnson","Marketing Specialist","","Seattle - Main","EMP268","Marketing Specialist in Marketing department","123 Corporate Plaza","(206) 555-9001","Full-time","Seattle","WA","98101"
"Operations","CN=Kris Johnsen","True","Kris","krisj","CN=Arturo Lopez","Kris Johnsen","user","d64b8476-3c5f-4caf-af6f-9a0f1c51d19f","(206) 555-9001","krisj","S-1-5-21-331390976-2650875657-2422772959-2000","Johnsen","Johnsen","IT Manager","","Seattle - Main","EMP269","IT Manager in Operations department","123 Corporate Plaza","(206) 555-9002","Full-time","Seattle","WA","98101"
"Accounting","CN=Chris M. Johnson","True","Chris","chrisjoh","CN=Karim Manar","Chris M. Johnson","user","41e97533-89f7-45d7-8246-eaa449b5651d","(206) 555-9002","chrisjoh","S-1-5-21-331390976-2650875657-2422772959-2001","Johnson","Johnson","Accountant","","Seattle - Finance","EMP270","Accountant in Accounting department","789 Financial Center","(206) 555-9003","Full-time","Seattle","WA","98103"
"Engineering Operations","CN=Chris F. Johnson","True","Chris","chrisjohn","CN=Carol Troup","Chris F. Johnson","user","b3da460c-6191-4725-b08d-52bba48a574f","(206) 555-9003","chrisjohn","S-1-5-21-331390976-2650875657-2422772959-2002","Johnson","Johnson","Senior Engineer","","Seattle - Engineering","EMP271","Senior Engineer in Engineering Operations department","456 Innovation Drive","(206) 555-9004","Full-time","Seattle","WA","98102"
"Sales Engagement Management","CN=Chris A. Johnson","True","Chris","chrisjohns","CN=April Stewart","Chris A. Johnson","user","67b42b6c-6bd8-40e2-a622-fe69eacd3d47","(206) 555-9004","chrisjohns","S-1-5-21-331390976-2650875657-2422772959-2003","Johnson","Johnson","Salesperson","","Seattle - Main","EMP272","Salesperson in Sales Engagement Management department","123 Corporate Plaza","(206) 555-9005","Full-time","Seattle","WA","98101"
"Engineering","CN=Sarah Chen","True","Sarah","sarahc","CN=Christine Koch","Sarah Chen","user","12345678-1234-1234-1234-123456789012","(206) 555-9100","sarahc","S-1-5-21-331390976-2650875657-2422772959-2004","Chen","Chen","Software Engineering Intern","","Seattle - Engineering","INT001","Summer software engineering intern working on mobile applications","456 Innovation Drive","(206) 555-9101","Intern","Seattle","WA","98102"
"Marketing","CN=James Wilson","True","James","jamesw2","CN=Kelly Krout","James Wilson","user","12345678-1234-1234-1234-123456789013","(206) 555-9102","jamesw2","S-1-5-21-331390976-2650875657-2422772959-2005","Wilson","Wilson","Marketing Intern","","Seattle - Main","INT002","Marketing intern supporting digital campaigns and content creation","123 Corporate Plaza","(206) 555-9103","Intern","Seattle","WA","98101"
"Human Resources","CN=Emily Rodriguez","True","Emily","emilyr","CN=Amy Alberts","Emily Rodriguez","user","12345678-1234-1234-1234-123456789014","(206) 555-9104","emilyr","S-1-5-21-331390976-2650875657-2422772959-2006","Rodriguez","Rodriguez","HR Intern","","Seattle - Main","INT003","HR intern assisting with recruitment and employee onboarding processes","123 Corporate Plaza","(206) 555-9105","Intern","Seattle","WA","98101"
"Sales","CN=Robert Thompson","False","Robert","robertt","CN=Dan Park","Robert Thompson","user","87654321-4321-4321-4321-210987654321","(713) 555-7001","robertt","S-1-5-21-331390976-2650875657-2422772959-2007","Thompson","Thompson","Former Sales Manager","","Houston - Sales","EMP273","TERMINATED - Former Sales Manager, account disabled 2024-12-15","321 Sales Tower","(713) 555-7002","Full-time","Houston","TX","77001"
"Engineering","CN=Michael Davis","False","Michael","michaeld","CN=Christine Koch","Michael Davis","user","87654321-4321-4321-4321-210987654322","(206) 555-7003","michaeld","S-1-5-21-331390976-2650875657-2422772959-2008","Davis","Davis","Former Software Engineer","","Seattle - Engineering","EMP274","TERMINATED - Former Software Engineer, account disabled 2024-11-30","456 Innovation Drive","(206) 555-7004","Full-time","Seattle","WA","98102"
"Marketing","CN=Jennifer Williams","False","Jennifer","jenniferw","CN=Kelly Krout","Jennifer Williams","user","87654321-4321-4321-4321-210987654323","(206) 555-7005","jenniferw","S-1-5-21-331390976-2650875657-2422772959-2009","Williams","Williams","Former Marketing Coordinator","","Seattle - Main","EMP275","TERMINATED - Former Marketing Coordinator, account disabled 2025-01-10","123 Corporate Plaza","(206) 555-7006","Full-time","Seattle","WA","98101"
"Accounting","CN=David Brown","False","David","davidb2","CN=Karim Manar","David Brown","user","87654321-4321-4321-4321-210987654324","(206) 555-7007","davidb2","S-1-5-21-331390976-2650875657-2422772959-2010","Brown","Brown","Former Junior Accountant","","Seattle - Finance","EMP276","TERMINATED - Former Junior Accountant, account disabled 2024-10-20","789 Financial Center","(206) 555-7008","Contractor","Seattle","WA","98103"
"IT Support","CN=Lisa Martinez","False","Lisa","lisamart","CN=Arturo Lopez","Lisa Martinez","user","87654321-4321-4321-4321-210987654325","(206) 555-7009","lisamart","S-1-5-21-331390976-2650875657-2422772959-2011","Martinez","Martinez","Former Help Desk Technician","","Seattle - Main","EMP277","TERMINATED - Former Help Desk Technician, account disabled 2025-01-25","123 Corporate Plaza","(206) 555-7010","Full-time","Seattle","WA","98101"
