"DeviceName","DeviceType","AssignedUser","Office","Description","OperatingSystem","SerialNumber","AssetTag","IPAddress","MACAddress","LastLogon","Enabled","Department","Manufacturer","Model"
"MOBILE-139","Mobile Device","Erik Andersen","Seattle - Main","Mobile device for Erik Andersen","iOS 17","IMEI-139-2024","MOB-139","10.214.10.219","","2025-08-02 14:46:15","True","Content Management Consulting","Apple","iPhone 15"
"SEA-ENG-ENGINE-170","Workstation","Corinna Bolender","Seattle - Engineering","Workstation for Engineer Corinna Bolender","Windows 11 Pro for Workstations","SN170-WS-2024","AT-170","10.214.14.32","00:11:22:33:44:AA","2025-08-01 16:46:15","True","Engineering Operations","Dell","Precision 5570"
"MOBILE-140","Mobile Device","Corinna Bolender","Seattle - Engineering","Mobile device for Corinna Bolender","iOS 17","IMEI-140-2024","MOB-140","10.214.14.33","","2025-08-02 14:46:15","True","Engineering Operations","Apple","iPhone 15"
"SEA-STRATE-171","Workstation","Trey Pratt","Seattle - Main","Workstation for Strategy Consultant Trey Pratt","Windows 11 Pro","SN171-WS-2024","AT-171","10.214.10.220","00:11:22:33:44:AB","2025-08-01 16:46:15","True","Strategy Consulting","Dell","Latitude 5530"
"MOBILE-141","Mobile Device","Trey Pratt","Seattle - Main","Mobile device for Trey Pratt","iOS 17","IMEI-141-2024","MOB-141","10.214.10.221","","2025-08-02 14:46:15","True","Strategy Consulting","Apple","iPhone 15"
"SEA-SALES-172","Workstation","John Kane","Dallas - South","Workstation for Salesperson John Kane","Windows 11 Pro","SN172-WS-2024","AT-172","10.214.46.13","00:11:22:33:44:AC","2025-08-01 16:46:15","True","Sales","Dell","OptiPlex 5090"
"MOBILE-142","Mobile Device","John Kane","Dallas - South","Mobile device for John Kane","iOS 17","IMEI-142-2024","MOB-142","10.214.46.14","","2025-08-02 14:46:15","True","Sales","Apple","iPhone 15"
"SEA-STRATE-173","Workstation","Parna Khot","Seattle - Main","Workstation for Strategy Consultant Parna Khot","Windows 11 Pro","SN173-WS-2024","AT-173","10.214.10.222","00:11:22:33:44:AD","2025-08-01 16:46:15","True","Strategy Consulting","Dell","Latitude 5530"
"MOBILE-143","Mobile Device","Parna Khot","Seattle - Main","Mobile device for Parna Khot","iOS 17","IMEI-143-2024","MOB-143","10.214.10.223","","2025-08-02 14:46:15","True","Strategy Consulting","Apple","iPhone 15"
"SEA-STRATE-174","Workstation","Kim Ralls","Seattle - Main","Workstation for Strategy Consultant Kim Ralls","Windows 11 Pro","SN174-WS-2024","AT-174","10.214.10.224","00:11:22:33:44:AE","2025-08-01 16:46:15","True","Strategy Consulting","Dell","Latitude 5530"
"MOBILE-144","Mobile Device","Kim Ralls","Seattle - Main","Mobile device for Kim Ralls","iOS 17","IMEI-144-2024","MOB-144","10.214.10.225","","2025-08-02 14:46:15","True","Strategy Consulting","Apple","iPhone 15"
"SEA-STRATE-175","Workstation","Jan Kotas","Seattle - Main","Workstation for Strategy Consultant Jan Kotas","Windows 11 Pro","SN175-WS-2024","AT-175","10.214.10.226","00:11:22:33:44:AF","2025-08-01 16:46:15","True","Strategy Consulting","Dell","Latitude 5530"
"MOBILE-145","Mobile Device","Jan Kotas","Seattle - Main","Mobile device for Jan Kotas","iOS 17","IMEI-145-2024","MOB-145","10.214.10.227","","2025-08-02 14:46:15","True","Strategy Consulting","Apple","iPhone 15"
"SEA-CONTRC-176","Workstation","Thomas Hamborg","Seattle - Main","Workstation for Project Manager Thomas Hamborg","Windows 11 Pro","SN176-WS-2024","AT-176","10.214.10.228","00:11:22:33:44:B0","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-146","Mobile Device","Thomas Hamborg","Seattle - Main","Mobile device for Thomas Hamborg","iOS 17","IMEI-146-2024","MOB-146","10.214.10.229","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"LAPTOP-176","Workstation","Thomas Hamborg","Seattle - Main","Executive laptop for Thomas Hamborg","Windows 11 Pro","SN-LAP-176-2024","LAP-176","10.214.10.230","00:11:22:33:EE:B0","2025-08-02 11:46:15","True","1099 Contractor","Dell","Latitude 9330"
"SEA-STRATE-177","Workstation","Lolan Song","Seattle - Main","Workstation for Strategy Consultant Lolan Song","Windows 11 Pro","SN177-WS-2024","AT-177","10.214.10.231","00:11:22:33:44:B1","2025-08-01 16:46:15","True","Strategy Consulting","Dell","Latitude 5530"
"MOBILE-147","Mobile Device","Lolan Song","Seattle - Main","Mobile device for Lolan Song","iOS 17","IMEI-147-2024","MOB-147","10.214.10.232","","2025-08-02 14:46:15","True","Strategy Consulting","Apple","iPhone 15"
"SEA-FIN-ACCOUN-178","Workstation","Lars Hansson","Seattle - Finance","Workstation for Accounting Manager Lars Hansson","Windows 11 Pro","SN178-WS-2024","AT-178","10.214.18.16","00:11:22:33:44:B2","2025-08-01 16:46:15","True","Accounting","Dell","OptiPlex 5090"
"MOBILE-148","Mobile Device","Lars Hansson","Seattle - Finance","Mobile device for Lars Hansson","iOS 17","IMEI-148-2024","MOB-148","10.214.18.17","","2025-08-02 14:46:15","True","Accounting","Apple","iPhone 15"
"LAPTOP-178","Workstation","Lars Hansson","Seattle - Finance","Executive laptop for Lars Hansson","Windows 11 Pro","SN-LAP-178-2024","LAP-178","10.214.18.18","00:11:22:33:EE:B2","2025-08-02 11:46:15","True","Accounting","Dell","Latitude 9330"
"SEA-FIN-ACCOUN-179","Workstation","Jill Frank","Seattle - Finance","Workstation for Accountant Jill Frank","Windows 11 Pro","SN179-WS-2024","AT-179","10.214.18.19","00:11:22:33:44:B3","2025-08-01 16:46:15","True","Accounting","Dell","OptiPlex 5090"
"MOBILE-149","Mobile Device","Jill Frank","Seattle - Finance","Mobile device for Jill Frank","iOS 17","IMEI-149-2024","MOB-149","10.214.18.20","","2025-08-02 14:46:15","True","Accounting","Apple","iPhone 15"
"SEA-FIN-ACCOUN-180","Workstation","Joel Lachance","Seattle - Finance","Workstation for Accountant Joel Lachance","Windows 11 Pro","SN180-WS-2024","AT-180","10.214.18.21","00:11:22:33:44:B4","2025-08-01 16:46:15","True","Accounting","Dell","OptiPlex 5090"
"MOBILE-150","Mobile Device","Joel Lachance","Seattle - Finance","Mobile device for Joel Lachance","iOS 17","IMEI-150-2024","MOB-150","10.214.18.22","","2025-08-02 14:46:15","True","Accounting","Apple","iPhone 15"
"SEA-STRATE-181","Workstation","John John","Seattle - Main","Workstation for Strategy Consultant John John","Windows 11 Pro","SN181-WS-2024","AT-181","10.214.10.233","00:11:22:33:44:B5","2025-08-01 16:46:15","True","Strategy Consulting","Dell","Latitude 5530"
"MOBILE-151","Mobile Device","John John","Seattle - Main","Mobile device for John John","iOS 17","IMEI-151-2024","MOB-151","10.214.10.234","","2025-08-02 14:46:15","True","Strategy Consulting","Apple","iPhone 15"
"SEA-STRATE-182","Workstation","Jun Cao","Seattle - Main","Workstation for Strategy Consultant Jun Cao","Windows 11 Pro","SN182-WS-2024","AT-182","10.214.10.235","00:11:22:33:44:B6","2025-08-01 16:46:15","True","Strategy Consulting","Dell","Latitude 5530"
"MOBILE-152","Mobile Device","Jun Cao","Seattle - Main","Mobile device for Jun Cao","iOS 17","IMEI-152-2024","MOB-152","10.214.10.236","","2025-08-02 14:46:15","True","Strategy Consulting","Apple","iPhone 15"
"SEA-STRATE-183","Workstation","Tony Wang","Seattle - Main","Workstation for Strategy Consultant Tony Wang","Windows 11 Pro","SN183-WS-2024","AT-183","10.214.10.237","00:11:22:33:44:B7","2025-08-01 16:46:15","True","Strategy Consulting","Dell","Latitude 5530"
"MOBILE-153","Mobile Device","Tony Wang","Seattle - Main","Mobile device for Tony Wang","iOS 17","IMEI-153-2024","MOB-153","10.214.10.238","","2025-08-02 14:46:15","True","Strategy Consulting","Apple","iPhone 15"
"SEA-STRATE-184","Workstation","Kenneth Cools","Seattle - Main","Workstation for Strategy Consultant Kenneth Cools","Windows 11 Pro","SN184-WS-2024","AT-184","10.214.10.239","00:11:22:33:44:B8","2025-08-01 16:46:15","True","Strategy Consulting","Dell","Latitude 5530"
"MOBILE-154","Mobile Device","Kenneth Cools","Seattle - Main","Mobile device for Kenneth Cools","iOS 17","IMEI-154-2024","MOB-154","10.214.10.240","","2025-08-02 14:46:15","True","Strategy Consulting","Apple","iPhone 15"
"SEA-STRATE-185","Workstation","Steve Masters","Seattle - Main","Workstation for Strategy Consultant Steve Masters","Windows 11 Pro","SN185-WS-2024","AT-185","10.214.10.241","00:11:22:33:44:B9","2025-08-01 16:46:15","True","Strategy Consulting","Dell","Latitude 5530"
"MOBILE-155","Mobile Device","Steve Masters","Seattle - Main","Mobile device for Steve Masters","iOS 17","IMEI-155-2024","MOB-155","10.214.10.242","","2025-08-02 14:46:15","True","Strategy Consulting","Apple","iPhone 15"
"SEA-STRATE-186","Workstation","Lubor Kollar","Seattle - Main","Workstation for Strategy Consultant Lubor Kollar","Windows 11 Pro","SN186-WS-2024","AT-186","10.214.10.243","00:11:22:33:44:BA","2025-08-01 16:46:15","True","Strategy Consulting","Dell","Latitude 5530"
"MOBILE-156","Mobile Device","Lubor Kollar","Seattle - Main","Mobile device for Lubor Kollar","iOS 17","IMEI-156-2024","MOB-156","10.214.10.244","","2025-08-02 14:46:15","True","Strategy Consulting","Apple","iPhone 15"
"SEA-STRATE-187","Workstation","Michael Ludwig","Seattle - Main","Workstation for Strategy Consultant Michael Ludwig","Windows 11 Pro","SN187-WS-2024","AT-187","10.214.10.245","00:11:22:33:44:BB","2025-08-01 16:46:15","True","Strategy Consulting","Dell","Latitude 5530"
"MOBILE-157","Mobile Device","Michael Ludwig","Seattle - Main","Mobile device for Michael Ludwig","iOS 17","IMEI-157-2024","MOB-157","10.214.10.246","","2025-08-02 14:46:15","True","Strategy Consulting","Apple","iPhone 15"
"SEA-STRATE-188","Workstation","Michael Lund","Seattle - Main","Workstation for Strategy Consultant Michael Lund","Windows 11 Pro","SN188-WS-2024","AT-188","10.214.10.247","00:11:22:33:44:BC","2025-08-01 16:46:15","True","Strategy Consulting","Dell","Latitude 5530"
"MOBILE-158","Mobile Device","Michael Lund","Seattle - Main","Mobile device for Michael Lund","iOS 17","IMEI-158-2024","MOB-158","10.214.10.248","","2025-08-02 14:46:15","True","Strategy Consulting","Apple","iPhone 15"
"SEA-STRATE-189","Workstation","Michael Sullivan","Seattle - Main","Workstation for Strategy Consultant Michael Sullivan","Windows 11 Pro","SN189-WS-2024","AT-189","10.214.10.249","00:11:22:33:44:BD","2025-08-01 16:46:15","True","Strategy Consulting","Dell","Latitude 5530"
"MOBILE-159","Mobile Device","Michael Sullivan","Seattle - Main","Mobile device for Michael Sullivan","iOS 17","IMEI-159-2024","MOB-159","10.214.11.10","","2025-08-02 14:46:15","True","Strategy Consulting","Apple","iPhone 15"
"SEA-STRATE-190","Workstation","Ray Chow","Seattle - Main","Workstation for Strategy Consultant Ray Chow","Windows 11 Pro","SN190-WS-2024","AT-190","10.214.11.11","00:11:22:33:44:BE","2025-08-01 16:46:15","True","Strategy Consulting","Dell","Latitude 5530"
"MOBILE-160","Mobile Device","Ray Chow","Seattle - Main","Mobile device for Ray Chow","iOS 17","IMEI-160-2024","MOB-160","10.214.11.12","","2025-08-02 14:46:15","True","Strategy Consulting","Apple","iPhone 15"
"NYC-CONTEN-191","Workstation","Diane Glimp","New York - Strategy","Workstation for Content Management Consultant Diane Glimp","Windows 11 Pro","SN191-WS-2024","AT-191","10.214.26.46","00:11:22:33:44:BF","2025-08-01 16:46:15","True","Content Management Consulting","Dell","OptiPlex 3090"
"MOBILE-161","Mobile Device","Diane Glimp","New York - Strategy","Mobile device for Diane Glimp","iOS 17","IMEI-161-2024","MOB-161","10.214.26.47","","2025-08-02 14:46:15","True","Content Management Consulting","Apple","iPhone 15"
"SEA-STRATE-192","Workstation","Ken Malcolmson","Seattle - Main","Workstation for Strategy Consultant Ken Malcolmson","Windows 11 Pro","SN192-WS-2024","AT-192","10.214.11.13","00:11:22:33:44:C0","2025-08-01 16:46:15","True","Strategy Consulting","Dell","Latitude 5530"
"MOBILE-162","Mobile Device","Ken Malcolmson","Seattle - Main","Mobile device for Ken Malcolmson","iOS 17","IMEI-162-2024","MOB-162","10.214.11.14","","2025-08-02 14:46:15","True","Strategy Consulting","Apple","iPhone 15"
"SEA-PROJEC-193","Workstation","Manueal Machado","Seattle - Main","Workstation for Senior Project Manager Manueal Machado","Windows 11 Pro","SN193-WS-2024","AT-193","10.214.11.15","00:11:22:33:44:C1","2025-08-01 16:46:15","True","Project Management","Dell","OptiPlex 5090"
"MOBILE-163","Mobile Device","Manueal Machado","Seattle - Main","Mobile device for Manueal Machado","iOS 17","IMEI-163-2024","MOB-163","10.214.11.16","","2025-08-02 14:46:15","True","Project Management","Apple","iPhone 15"
"LAPTOP-193","Workstation","Manueal Machado","Seattle - Main","Executive laptop for Manueal Machado","Windows 11 Pro","SN-LAP-193-2024","LAP-193","10.214.11.17","00:11:22:33:EE:C1","2025-08-02 11:46:15","True","Project Management","Dell","Latitude 9330"
"SEA-SALES-194","Workstation","Luca Dellamore","Seattle - Main","Workstation for Salesperson Luca Dellamore","Windows 11 Pro","SN194-WS-2024","AT-194","10.214.11.18","00:11:22:33:44:C2","2025-08-01 16:46:15","True","Sales","Dell","OptiPlex 5090"
"MOBILE-164","Mobile Device","Luca Dellamore","Seattle - Main","Mobile device for Luca Dellamore","iOS 17","IMEI-164-2024","MOB-164","10.214.11.19","","2025-08-02 14:46:15","True","Sales","Apple","iPhone 15"
"SEA-PROJEC-195","Workstation","Ivo Salmre","Seattle - Main","Workstation for Project Manager Ivo Salmre","Windows 11 Pro","SN195-WS-2024","AT-195","10.214.11.20","00:11:22:33:44:C3","2025-08-01 16:46:15","True","Project Management","Dell","OptiPlex 5090"
"MOBILE-165","Mobile Device","Ivo Salmre","Seattle - Main","Mobile device for Ivo Salmre","iOS 17","IMEI-165-2024","MOB-165","10.214.11.21","","2025-08-02 14:46:15","True","Project Management","Apple","iPhone 15"
"LAPTOP-195","Workstation","Ivo Salmre","Seattle - Main","Executive laptop for Ivo Salmre","Windows 11 Pro","SN-LAP-195-2024","LAP-195","10.214.11.22","00:11:22:33:EE:C3","2025-08-02 11:46:15","True","Project Management","Dell","Latitude 9330"
"LON-SALES-196","Workstation","Howard Gonzalez","London - International","Workstation for Salesperson Howard Gonzalez","Windows 11 Pro","SN196-WS-2024","AT-196","10.214.54.45","00:11:22:33:44:C4","2025-08-01 16:46:15","True","Sales","Dell","OptiPlex 5090"
"MOBILE-166","Mobile Device","Howard Gonzalez","London - International","Mobile device for Howard Gonzalez","iOS 17","IMEI-166-2024","MOB-166","10.214.54.46","","2025-08-02 14:46:15","True","Sales","Apple","iPhone 15"
"BOS-SALES-197","Workstation","Elizabeth Andersen","Boston - Northeast","Workstation for Salesperson Elizabeth Andersen","Windows 11 Pro","SN197-WS-2024","AT-197","10.214.58.10","00:11:22:33:44:C5","2025-08-01 16:46:15","True","Sales","Dell","OptiPlex 5090"
"MOBILE-167","Mobile Device","Elizabeth Andersen","Boston - Northeast","Mobile device for Elizabeth Andersen","iOS 17","IMEI-167-2024","MOB-167","10.214.58.11","","2025-08-02 14:46:15","True","Sales","Apple","iPhone 15"
"SEA-PROJEC-198","Workstation","Denis Dehenne","Seattle - Main","Workstation for Project Manager Denis Dehenne","Windows 11 Pro","SN198-WS-2024","AT-198","10.214.11.23","00:11:22:33:44:C6","2025-08-01 16:46:15","True","Project Management","Dell","OptiPlex 5090"
"MOBILE-168","Mobile Device","Denis Dehenne","Seattle - Main","Mobile device for Denis Dehenne","iOS 17","IMEI-168-2024","MOB-168","10.214.11.24","","2025-08-02 14:46:15","True","Project Management","Apple","iPhone 15"
"LAPTOP-198","Workstation","Denis Dehenne","Seattle - Main","Executive laptop for Denis Dehenne","Windows 11 Pro","SN-LAP-198-2024","LAP-198","10.214.11.25","00:11:22:33:EE:C6","2025-08-02 11:46:15","True","Project Management","Dell","Latitude 9330"
"ATL-SALES-199","Workstation","David Wright","Atlanta - Southeast","Workstation for Salesperson David Wright","Windows 11 Pro","SN199-WS-2024","AT-199","10.214.62.10","00:11:22:33:44:C7","2025-08-01 16:46:15","True","Sales","Dell","OptiPlex 5090"
"MOBILE-169","Mobile Device","David Wright","Atlanta - Southeast","Mobile device for David Wright","iOS 17","IMEI-169-2024","MOB-169","10.214.62.11","","2025-08-02 14:46:15","True","Sales","Apple","iPhone 15"
"SEA-PROJEC-200","Workstation","Chris Barry","Seattle - Main","Workstation for Project Manager Chris Barry","Windows 11 Pro","SN200-WS-2024","AT-200","10.214.11.26","00:11:22:33:44:C8","2025-08-01 16:46:15","True","Project Management","Dell","OptiPlex 5090"
"MOBILE-170","Mobile Device","Chris Barry","Seattle - Main","Mobile device for Chris Barry","iOS 17","IMEI-170-2024","MOB-170","10.214.11.27","","2025-08-02 14:46:15","True","Project Management","Apple","iPhone 15"
"LAPTOP-200","Workstation","Chris Barry","Seattle - Main","Executive laptop for Chris Barry","Windows 11 Pro","SN-LAP-200-2024","LAP-200","10.214.11.28","00:11:22:33:EE:C8","2025-08-02 11:46:15","True","Project Management","Dell","Latitude 9330"
"SEA-PROJEC-201","Workstation","Ayla Kol","Seattle - Main","Workstation for Project Manager Ayla Kol","Windows 11 Pro","SN201-WS-2024","AT-201","10.214.11.29","00:11:22:33:44:C9","2025-08-01 16:46:15","True","Project Management","Dell","OptiPlex 5090"
"MOBILE-171","Mobile Device","Ayla Kol","Seattle - Main","Mobile device for Ayla Kol","iOS 17","IMEI-171-2024","MOB-171","10.214.11.30","","2025-08-02 14:46:15","True","Project Management","Apple","iPhone 15"
"LAPTOP-201","Workstation","Ayla Kol","Seattle - Main","Executive laptop for Ayla Kol","Windows 11 Pro","SN-LAP-201-2024","LAP-201","10.214.11.31","00:11:22:33:EE:C9","2025-08-02 11:46:15","True","Project Management","Dell","Latitude 9330"
"SEA-PROJEC-202","Workstation","Alisa Lawyer","Seattle - Main","Workstation for Project Manager Alisa Lawyer","Windows 11 Pro","SN202-WS-2024","AT-202","10.214.11.32","00:11:22:33:44:CA","2025-08-01 16:46:15","True","Project Management","Dell","OptiPlex 5090"
"MOBILE-172","Mobile Device","Alisa Lawyer","Seattle - Main","Mobile device for Alisa Lawyer","iOS 17","IMEI-172-2024","MOB-172","10.214.11.33","","2025-08-02 14:46:15","True","Project Management","Apple","iPhone 15"
"LAPTOP-202","Workstation","Alisa Lawyer","Seattle - Main","Executive laptop for Alisa Lawyer","Windows 11 Pro","SN-LAP-202-2024","LAP-202","10.214.11.34","00:11:22:33:EE:CA","2025-08-02 11:46:15","True","Project Management","Dell","Latitude 9330"
"SEA-PROJEC-203","Workstation","Simon Rapier","Seattle - Main","Workstation for Senior Project Manager Simon Rapier","Windows 11 Pro","SN203-WS-2024","AT-203","10.214.11.35","00:11:22:33:44:CB","2025-08-01 16:46:15","True","Project Management","Dell","OptiPlex 5090"
"MOBILE-173","Mobile Device","Simon Rapier","Seattle - Main","Mobile device for Simon Rapier","iOS 17","IMEI-173-2024","MOB-173","10.214.11.36","","2025-08-02 14:46:15","True","Project Management","Apple","iPhone 15"
"LAPTOP-203","Workstation","Simon Rapier","Seattle - Main","Executive laptop for Simon Rapier","Windows 11 Pro","SN-LAP-203-2024","LAP-203","10.214.11.37","00:11:22:33:EE:CB","2025-08-02 11:46:15","True","Project Management","Dell","Latitude 9330"
"SEA-PROJEC-204","Workstation","Rob Barker","Seattle - Main","Workstation for Project Manager Rob Barker","Windows 11 Pro","SN204-WS-2024","AT-204","10.214.11.38","00:11:22:33:44:CC","2025-08-01 16:46:15","True","Project Management","Dell","OptiPlex 5090"
"MOBILE-174","Mobile Device","Rob Barker","Seattle - Main","Mobile device for Rob Barker","iOS 17","IMEI-174-2024","MOB-174","10.214.11.39","","2025-08-02 14:46:15","True","Project Management","Apple","iPhone 15"
"LAPTOP-204","Workstation","Rob Barker","Seattle - Main","Executive laptop for Rob Barker","Windows 11 Pro","SN-LAP-204-2024","LAP-204","10.214.11.40","00:11:22:33:EE:CC","2025-08-02 11:46:15","True","Project Management","Dell","Latitude 9330"
"SEA-SALES-205","Workstation","Hazem Abolrous","Seattle - Main","Workstation for Salesperson Hazem Abolrous","Windows 11 Pro","SN205-WS-2024","AT-205","10.214.11.41","00:11:22:33:44:CD","2025-08-01 16:46:15","True","Sales","Dell","OptiPlex 5090"
"MOBILE-175","Mobile Device","Hazem Abolrous","Seattle - Main","Mobile device for Hazem Abolrous","iOS 17","IMEI-175-2024","MOB-175","10.214.11.42","","2025-08-02 14:46:15","True","Sales","Apple","iPhone 15"
"SEA-PROJEC-206","Workstation","Ned Friend","Seattle - Main","Workstation for Project Manager Ned Friend","Windows 11 Pro","SN206-WS-2024","AT-206","10.214.11.43","00:11:22:33:44:CE","2025-08-01 16:46:15","True","Project Management","Dell","OptiPlex 5090"
"MOBILE-176","Mobile Device","Ned Friend","Seattle - Main","Mobile device for Ned Friend","iOS 17","IMEI-176-2024","MOB-176","10.214.11.44","","2025-08-02 14:46:15","True","Project Management","Apple","iPhone 15"
"LAPTOP-206","Workstation","Ned Friend","Seattle - Main","Executive laptop for Ned Friend","Windows 11 Pro","SN-LAP-206-2024","LAP-206","10.214.11.45","00:11:22:33:EE:CE","2025-08-02 11:46:15","True","Project Management","Dell","Latitude 9330"
"SEA-PROJEC-207","Workstation","Richard Tupy","Seattle - Main","Workstation for Project Manager Richard Tupy","Windows 11 Pro","SN207-WS-2024","AT-207","10.214.11.46","00:11:22:33:44:CF","2025-08-01 16:46:15","True","Project Management","Dell","OptiPlex 5090"
"MOBILE-177","Mobile Device","Richard Tupy","Seattle - Main","Mobile device for Richard Tupy","iOS 17","IMEI-177-2024","MOB-177","10.214.11.47","","2025-08-02 14:46:15","True","Project Management","Apple","iPhone 15"
"LAPTOP-207","Workstation","Richard Tupy","Seattle - Main","Executive laptop for Richard Tupy","Windows 11 Pro","SN-LAP-207-2024","LAP-207","10.214.11.48","00:11:22:33:EE:CF","2025-08-02 11:46:15","True","Project Management","Dell","Latitude 9330"
"SEA-PROJEC-208","Workstation","Don Funk","Seattle - Main","Workstation for Project Manager Don Funk","Windows 11 Pro","SN208-WS-2024","AT-208","10.214.11.49","00:11:22:33:44:D0","2025-08-01 16:46:15","True","Project Management","Dell","OptiPlex 5090"
"MOBILE-178","Mobile Device","Don Funk","Seattle - Main","Mobile device for Don Funk","iOS 17","IMEI-178-2024","MOB-178","10.214.11.50","","2025-08-02 14:46:15","True","Project Management","Apple","iPhone 15"
"LAPTOP-208","Workstation","Don Funk","Seattle - Main","Executive laptop for Don Funk","Windows 11 Pro","SN-LAP-208-2024","LAP-208","10.214.11.51","00:11:22:33:EE:D0","2025-08-02 11:46:15","True","Project Management","Dell","Latitude 9330"
"SEA-PROJEC-209","Workstation","Dave Natsuhara","Seattle - Main","Workstation for Project Manager Dave Natsuhara","Windows 11 Pro","SN209-WS-2024","AT-209","10.214.11.52","00:11:22:33:44:D1","2025-08-01 16:46:15","True","Project Management","Dell","OptiPlex 5090"
"MOBILE-179","Mobile Device","Dave Natsuhara","Seattle - Main","Mobile device for Dave Natsuhara","iOS 17","IMEI-179-2024","MOB-179","10.214.11.53","","2025-08-02 14:46:15","True","Project Management","Apple","iPhone 15"
"LAPTOP-209","Workstation","Dave Natsuhara","Seattle - Main","Executive laptop for Dave Natsuhara","Windows 11 Pro","SN-LAP-209-2024","LAP-209","10.214.11.54","00:11:22:33:EE:D1","2025-08-02 11:46:15","True","Project Management","Dell","Latitude 9330"
"SEA-PROJEC-210","Workstation","Christian Rytt","Seattle - Main","Workstation for Project Manager Christian Rytt","Windows 11 Pro","SN210-WS-2024","AT-210","10.214.11.55","00:11:22:33:44:D2","2025-08-01 16:46:15","True","Project Management","Dell","OptiPlex 5090"
"MOBILE-180","Mobile Device","Christian Rytt","Seattle - Main","Mobile device for Christian Rytt","iOS 17","IMEI-180-2024","MOB-180","10.214.11.56","","2025-08-02 14:46:15","True","Project Management","Apple","iPhone 15"
"LAPTOP-210","Workstation","Christian Rytt","Seattle - Main","Executive laptop for Christian Rytt","Windows 11 Pro","SN-LAP-210-2024","LAP-210","10.214.11.57","00:11:22:33:EE:D2","2025-08-02 11:46:15","True","Project Management","Dell","Latitude 9330"
"SEA-PROJEC-211","Workstation","Ted Bremer","Seattle - Main","Workstation for Business Process Manager Ted Bremer","Windows 11 Pro","SN211-WS-2024","AT-211","10.214.11.58","00:11:22:33:44:D3","2025-08-01 16:46:15","True","Project Management","Dell","OptiPlex 5090"
"MOBILE-181","Mobile Device","Ted Bremer","Seattle - Main","Mobile device for Ted Bremer","iOS 17","IMEI-181-2024","MOB-181","10.214.11.59","","2025-08-02 14:46:15","True","Project Management","Apple","iPhone 15"
"LAPTOP-211","Workstation","Ted Bremer","Seattle - Main","Executive laptop for Ted Bremer","Windows 11 Pro","SN-LAP-211-2024","LAP-211","10.214.11.60","00:11:22:33:EE:D3","2025-08-02 11:46:15","True","Project Management","Dell","Latitude 9330"
"SEA-PROJEC-212","Workstation","Sean Purcell","Seattle - Main","Workstation for Business Process Manager Sean Purcell","Windows 11 Pro","SN212-WS-2024","AT-212","10.214.11.61","00:11:22:33:44:D4","2025-08-01 16:46:15","True","Project Management","Dell","OptiPlex 5090"
"MOBILE-182","Mobile Device","Sean Purcell","Seattle - Main","Mobile device for Sean Purcell","iOS 17","IMEI-182-2024","MOB-182","10.214.11.62","","2025-08-02 14:46:15","True","Project Management","Apple","iPhone 15"
"LAPTOP-212","Workstation","Sean Purcell","Seattle - Main","Executive laptop for Sean Purcell","Windows 11 Pro","SN-LAP-212-2024","LAP-212","10.214.11.63","00:11:22:33:EE:D4","2025-08-02 11:46:15","True","Project Management","Dell","Latitude 9330"
"SEA-PROJEC-213","Workstation","Ray Mohrman","Seattle - Main","Workstation for Senior Project Manager Ray Mohrman","Windows 11 Pro","SN213-WS-2024","AT-213","10.214.11.64","00:11:22:33:44:D5","2025-08-01 16:46:15","True","Project Management","Dell","OptiPlex 5090"
"MOBILE-183","Mobile Device","Ray Mohrman","Seattle - Main","Mobile device for Ray Mohrman","iOS 17","IMEI-183-2024","MOB-183","10.214.11.65","","2025-08-02 14:46:15","True","Project Management","Apple","iPhone 15"
"LAPTOP-213","Workstation","Ray Mohrman","Seattle - Main","Executive laptop for Ray Mohrman","Windows 11 Pro","SN-LAP-213-2024","LAP-213","10.214.11.66","00:11:22:33:EE:D5","2025-08-02 11:46:15","True","Project Management","Dell","Latitude 9330"
"SEA-PROJEC-214","Workstation","Mike Tiano","Seattle - Main","Workstation for Business Process Manager Mike Tiano","Windows 11 Pro","SN214-WS-2024","AT-214","10.214.11.67","00:11:22:33:44:D6","2025-08-01 16:46:15","True","Project Management","Dell","OptiPlex 5090"
"MOBILE-184","Mobile Device","Mike Tiano","Seattle - Main","Mobile device for Mike Tiano","iOS 17","IMEI-184-2024","MOB-184","10.214.11.68","","2025-08-02 14:46:15","True","Project Management","Apple","iPhone 15"
"LAPTOP-214","Workstation","Mike Tiano","Seattle - Main","Executive laptop for Mike Tiano","Windows 11 Pro","SN-LAP-214-2024","LAP-214","10.214.11.69","00:11:22:33:EE:D6","2025-08-02 11:46:15","True","Project Management","Dell","Latitude 9330"
"SEA-PROJEC-215","Workstation","Margaret Au","Seattle - Main","Workstation for Business Process Manager Margaret Au","Windows 11 Pro","SN215-WS-2024","AT-215","10.214.11.70","00:11:22:33:44:D7","2025-08-01 16:46:15","True","Project Management","Dell","OptiPlex 5090"
"MOBILE-185","Mobile Device","Margaret Au","Seattle - Main","Mobile device for Margaret Au","iOS 17","IMEI-185-2024","MOB-185","10.214.11.71","","2025-08-02 14:46:15","True","Project Management","Apple","iPhone 15"
